"col-12","col-12 2","col-12 3","col-12 4","col-12 href","col-12 5","col-12 href 2","col-12 6","btn href"
"8a+ Investimenti SGR","Varese","0332 251411","info@ottoapiu.it","mailto:info@ottoapiu.it","http://www.ottoapiu.it","http://www.ottoapiu.it/","Andrea Pastorelli","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl00$lnkDettaglio','')"
"Algebris Investments (Ireland) Limited - Milan Branch","Milano","-","https://www.algebris.com/it/","https://www.algebris.com/it/","-","","-","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl01$lnkDettaglio','')"
"Aliante Lux","Lussemburgo","+41791557766","info@aliantelux.eu","mailto:info@aliantelux.eu","https://aliantegroup.eu","https://aliantegroup.eu/","Paolo Righetto","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl02$lnkDettaglio','')"
"Alternative Capital Partners SGR","Milano","02 49652960","ottina@alternativecapital.partners","mailto:ottina@alternativecapital.partners","http://www.alternativecapital.partners","http://www.alternativecapital.partners/","Emanuele Ottina","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl03$lnkDettaglio','')"
"Amber Capital Italia SGR","Milano","+39 / 02 00688060","maria.scozzafava@ambercapital.com","mailto:maria.scozzafava@ambercapital.com","http://www.ambercapital.com","http://www.ambercapital.com/","Maria Scozzafava","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl04$lnkDettaglio','')"
"Anthilia SGR","Milano","+39 / 02 97386101","info@anthilia.it","mailto:info@anthilia.it","http://www.anthilia.it","http://www.anthilia.it/","Daniele Colantonio","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl05$lnkDettaglio','')"
"Apheon","Milano","+39 02 453 911 30","https://www.apheon.com/","https://www.apheon.com/","-","","-","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl06$lnkDettaglio','')"
"Apollo Global Management","New York","+1 (212) 515-3200","araspa@apollo.com","mailto:araspa@apollo.com","http://www.apollo.com","http://www.apollo.com/","Alessandro Raspa","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl07$lnkDettaglio','')"
"Arca Space Capital","Milano","+39 3357529925","lorenzo.giavenni@arcafondi.it","mailto:lorenzo.giavenni@arcafondi.it","http://www.arcafondi.it","http://www.arcafondi.it/","Lorenzo Giavenni","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl08$lnkDettaglio','')"
"Ares Management","-","-","","","-","","-","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl09$lnkDettaglio','')"
"Avanzi Etica Sicaf EuVECA","Milano","+39 02 305160","info@aimpact.org","mailto:info@aimpact.org","http://www.aimpact.org","http://www.aimpact.org/","Sara Pero","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl10$lnkDettaglio','')"
"AVM SGR SpA Gestore EuVECA Società Benefit","Milano","+39 / 02 83451581","direzione@avmgestioni.com","mailto:direzione@avmgestioni.com","http://www.avmgestioni.com","http://www.avmgestioni.com/","Giovanna Dossena","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl11$lnkDettaglio','')"
"Azimut Libera Impresa SGR","Milano","+39 / 02 88981","azimutliberaimpresasgr@azimut.it","mailto:azimutliberaimpresasgr@azimut.it","http://www.azimutliberaimpresa.it","http://www.azimutliberaimpresa.it/","Pietro Muzio","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl12$lnkDettaglio','')"
"Bain Capital","London","+44 / 207 5145252","http://www.baincapital.com","http://www.baincapital.com/","-","","Luca Bassi, Ivano Sessa","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl13$lnkDettaglio','')"
"Banca Generali","Trieste","+39 / 040 7777111","http://www.bancagenerali.com","http://www.bancagenerali.com/","-","","Irene Vaccaro, Maria Ameli, Carmelo Reale","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl14$lnkDettaglio','')"
"Banco BPM Invest SGR","Milano","+39028580352; +39028580353","andrea.zanaboni@bbpminvest.com; dario.razza@bbpminvest.com","mailto:andrea.zanaboni@bbpminvest.com; dario.razza@bbpminvest.com","https://www.bbpminvest.com","https://www.bbpminvest.com/","Andrea Zanaboni, Dario Razza","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl15$lnkDettaglio','')"
"BNP Paribas BNL Equity Investments","Milano","-","dl.equityinvestments@bnpparibas.com","mailto:dl.equityinvestments@bnpparibas.com","","","-","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl17$lnkDettaglio','')"
"Capital Dynamics SGR","Milano","+39 / 02 3031771","info@capdyn.com","mailto:info@capdyn.com","http://www.capdyn.com","http://www.capdyn.com/","Robert H. Berlé, Federico Braguglia","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl18$lnkDettaglio','')"
"Carlyle","Milano","+39 / 02 6200461","franca.ferrario@carlyle.com","mailto:franca.ferrario@carlyle.com","http://www.carlyle.com","http://www.carlyle.com/","Marco De Benedetti","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl19$lnkDettaglio','')"
"CDP Equity","Milano","+39 02 4674 4333","info@cdpequity.it","mailto:info@cdpequity.it","https://www.cdp.it/sitointernet/it/cdp_equity.page","https://www.cdp.it/sitointernet/it/cdp_equity.page","Enzo Colombo","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl20$lnkDettaglio','')"
"Cdp Real Asset SGR","Roma","-","https://www.cdp.it/sitointernet/it/cdp_realasset.page","https://www.cdp.it/sitointernet/it/cdp_realasset.page","-","","-","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl21$lnkDettaglio','')"
"Cdp Venture Capital SGR","Roma","+39 / 06 421161","info@cdpventurecapital.it","mailto:info@cdpventurecapital.it","http://www.cdpventurecapital.it","http://www.cdpventurecapital.it/","Alessandra Acutis","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl22$lnkDettaglio','')"
"Cinven","Milano","+39 02 32111700","info@cinven.com","mailto:info@cinven.com","http://www.cinven.com","http://www.cinven.com/","Matteo Corà","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl23$lnkDettaglio','')"
"Clessidra Capital Credit SGR","Milano","+39 02 8695221","investor.relations@clessidragroup.it","mailto:investor.relations@clessidragroup.it","http://www.clessidracapitalcredit.it","http://www.clessidracapitalcredit.it/","Silvio Longari","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl24$lnkDettaglio','')"
"Como Venture","Como","+39 / 031 2287624","segreteria@comoventure.it","mailto:segreteria@comoventure.it","http://www.comoventure.it","http://www.comoventure.it/","Lino Moscatelli, Filippo Arcioni","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl25$lnkDettaglio','')"
"Deep Ocean Capital SGR","Roma","+39 06 97841733","https://www.deepoceancapital.it/","https://www.deepoceancapital.it/","-","","-","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl26$lnkDettaglio','')"
"Doorway","Bologna","-","team@doorwayplatform.com","mailto:team@doorwayplatform.com","https://www.doorwayplatform.com/it","https://www.doorwayplatform.com/it","-","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl27$lnkDettaglio','')"
"EnTrust Global Italia","Milano","+39 342 0402378","gfacincani@entrustglobal.com","mailto:gfacincani@entrustglobal.com","http://www.entrustglobal.com","http://www.entrustglobal.com/","Ginevra Facincani","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl28$lnkDettaglio','')"
"Equiter SGR","Torino","+39 02 30322459","info@equitersgr.it","mailto:info@equitersgr.it","","","Enrico Loewenthal","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl29$lnkDettaglio','')"
"Eurizon Capital Real Asset SGR","Milano","-","enzo.colombo@eurizonrealasset.com","mailto:enzo.colombo@eurizonrealasset.com","https://www.eurizoncapital.com/it-IT/chi-siamo/eurizon-capital-real-asset-sgr","https://www.eurizoncapital.com/it-IT/chi-siamo/eurizon-capital-real-asset-sgr","Enzo Colombo","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl30$lnkDettaglio','')"
"Excellis Holding","Torino","+39 011 1978 5343","info@excellis.it","mailto:info@excellis.it","https://www.excellis.it/","https://www.excellis.it/","Loris Lanzellotti, Alberto Emprin","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl31$lnkDettaglio','')"
"Fineurop","Milano","+39 / 02 77491","info@fineurop.it","mailto:info@fineurop.it","http://www.fineurop.it","http://www.fineurop.it/","Raymond Totah","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl32$lnkDettaglio','')"
"Finint Investments SGR","Conegliano","+39 / 0438 360407","sales@finint.com; team_private_debt@finint.com; team.FE4G@finint.com","mailto:sales@finint.com; team_private_debt@finint.com; team.FE4G@finint.com","http://www.finintinvestments.com","http://www.finintinvestments.com/","Mauro Sbroggiò, Vania Serena","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl33$lnkDettaglio','')"
"Finlombarda S.p.A.","Milano","+39 / 02 607441","informazioni@finlombarda.it","mailto:informazioni@finlombarda.it","http://www.finlombarda.it","http://www.finlombarda.it/","Giovanni Rallo","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl34$lnkDettaglio','')"
"Fondo Italiano d’Investimento SGR","Milano","+39 / 02 635321","info@fondoitaliano.it","mailto:info@fondoitaliano.it","http://www.fondoitaliano.it","http://www.fondoitaliano.it/","Roberto Travaglino","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl35$lnkDettaglio','')"
"Fürstenberg SGR","Milano","+39 / 02 82849000","www.furstenbergsgr.eu","https://www.aifi.it/en/www.furstenbergsgr.eu","-","","Daniele Weisz","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl36$lnkDettaglio','')"
"FVG Plus","Udine","3317332647","mail@fvgplus.it","mailto:mail@fvgplus.it","https://fvgplus.it/","https://fvgplus.it/","Tommaso Turco, Lucia Fullin, Christian Raimondo","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl37$lnkDettaglio','')"
"Generali Investments","Milano","+39 02 43534831","info@generali-invest.com","mailto:info@generali-invest.com","http://www.generali-investments.com/","http://www.generali-investments.com/","Roberto Marsella","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl38$lnkDettaglio','')"
"Intesa Sanpaolo – Direzione Group Shareholdings","Milano","-","massimo.vuillermin@intesasanpaolo.com; natalia.cappone@intesasanpaolo.com","mailto:massimo.vuillermin@intesasanpaolo.com; natalia.cappone@intesasanpaolo.com","http://www.intesasanpaolo.com","http://www.intesasanpaolo.com/","Massimo Vuillermin","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl39$lnkDettaglio','')"
"Key Capital","Milano","+39 / 328 4327060","info@keycapital.it","mailto:info@keycapital.it","http://www.keycapital.it","http://www.keycapital.it/","Giorgio Di Stefano","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl40$lnkDettaglio','')"
"L&B Capital SGR","Milano","+39 055 26 333 1","investor@lbcapitalsgr.it","mailto:investor@lbcapitalsgr.it","http://www.lbcapitalsgr.it","http://www.lbcapitalsgr.it/","Aurea Pagnani","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl41$lnkDettaglio','')"
"Lazio Innova","Roma","+39 / 06 605160","l.defabio@lazioinnova.it","mailto:l.defabio@lazioinnova.it","www.lazioinnova.it/innovaventure","https://www.aifi.it/en/www.lazioinnova.it/innovaventure","Andrea Ciampalini, Lorenzo De Fabio","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl42$lnkDettaglio','')"
"LigurCapital","Genova","01 0884911","ligurcapital@ligurcapital.it","mailto:ligurcapital@ligurcapital.it","https://www.ligurcapital.it/","https://www.ligurcapital.it/","Monica Nolo","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl43$lnkDettaglio','')"
"Lion River I NV","Milano","+39 02 43535063","lionriver1@generali.com","mailto:lionriver1@generali.com","","","Ileana Bolcato","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl44$lnkDettaglio','')"
"Macquarie – MAM","London","+ 39 / 351 7363060 ; +44 / 7917 635779","mamprivatemarketsemea@macquarie.com","mailto:mamprivatemarketsemea@macquarie.com","http://www.macquarie.com/eu","http://www.macquarie.com/eu","Raffaella Copper","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl45$lnkDettaglio','')"
"Nextalia SGR","Milano","+39 0238 2841","ir@nextaliasgr.com","mailto:ir@nextaliasgr.com","http://www.nextaliasgr.com","http://www.nextaliasgr.com/","Niccolò Bussolati","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl46$lnkDettaglio','')"
"Partners Group (Luxembourg) S.A. - Milan Branch","Milano","+39 / 02 8883691","http://www.partnersgroup.com","http://www.partnersgroup.com/","-","","Enrico Pinelli, Raniero Proietti","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl47$lnkDettaglio','')"
"Permira Associati","Milano","+39 / 02 76004740","giorgio.dinaro@permira.com","mailto:giorgio.dinaro@permira.com","http://www.permira.com","http://www.permira.com/","Giorgio Dinaro","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl48$lnkDettaglio','')"
"Pillarstone","Milano","+390282823900","info@pillarstone.com","mailto:info@pillarstone.com","http://www.pillarstone.com","http://www.pillarstone.com/","Gaudenzio Bonaldo Gregori","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl49$lnkDettaglio','')"
"Private Equity Partners","Milano","+39 / 02 8052171","info@privateequitypartners.com","mailto:info@privateequitypartners.com","http://www.privateequitypartners.com","http://www.privateequitypartners.com/","Fabio L. Sattin","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl50$lnkDettaglio','')"
"Quant>ICO Investment Club Opportunities","Milano","-","","","-","","-","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl51$lnkDettaglio','')"
